Index,Nama Obat,Kelas Terapi,Sub Kelas Terapi 1,Sub Kelas Terapi 2,Sub Kelas Terapi 3,Kekuatan,Satuan,Sediaan,Komposisi,Tingkat Faskes FPKTP,Tingkat Faskes FPKTL,PP,PRB,OEN,Program [P],Kanker [Ca],Restriksi Obat,Restriksi sediaan,Restriksi Kelas Terapi,Restriksi Sub Kelas Terapi,Restriksi Sub Sub Kelas Terapi,Restriksi Sub Sub Sub Kelas Terapi,Peresepan Maksimal
391,fluvoksamin,PSIKOFARMAKA,ANTIOBSESI KOMPULSI,,,100,mg,tab sal selaput,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,,,,,"""Dosis awal: 50 mg/hari (3−5 hari)
Dosis rumatan: maks 300 mg/hari."""
392,fondaparinuks,OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,"2,5","mg/0,5 mL",inj,,,,,,,,,"""a) Digunakan untuk tromboemboli dan/atau sindrom koroner akut.
b) Tidak digunakan sebelum dan selama prosedur Intervensi Koroner Perkutan (IKP/PCI) pada pasien sindrom koroner akut (ACS).
c) Diberikan 6 jam setelah operasi ortopedi tungkai bawah dan tulang belakang, dan operasi abdominal.""",,,,,,1 vial/hari.
393,formokresol,OBAT dan BAHAN untuk GIGI,ANTISEPTIK dan BAHAN untuk PERAWATAN SALURAN AKAR GIGI,,,,,lar,,,,,,,,,,,,,,,
394,fosfomisin trometamol,ANTIINFEKSI,ANTIBAKTERI,Antiseptik Saluran kemih,,3,g,granula,,,,,,,,,Untuk sistitis non komplikata pada wanita atau profilaksis pada tindakan Transrectal Prostat Biopsy (TR-PB),,,,,,
395,fraksi protein plasma,PRODUK DARAH dan PENGGANTI PLASMA,PENGGANTI PLASMA dan PLASMA EKSPANDER,,,5,%,inf,,,,,,,,,,,,,,,
396,framisetin sulfat,OBAT TOPIKAL untuk KULIT,ANTIBAKTERI,,,1,%,tulle,,,,,,,,,,,,,,,
397,fulvestrant,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Antagonis Hormon Dan Senyawa Sejenis,,50,mg/mL,inj,,,,,,,,,"""a) Dapat digunakan pada pasien kanker payudara lokal lanjut (locally advanced) atau metastatik atau rekuren pada pasien pascamenopause dengan ER positif yang mengalami relapse saat atau setelah terapi anti-estrogen atau terjadi progresi saat mendapat terapi anti-estrogen.
b) Dapat digunakan pada pasien kanker payudara metastatik atau rekuren pada pasien pascamenopause dengan ER positif dan HER2-negatif yang belum pernah diberikan terapi endokrin.
c) Yang dimaksud dengan pascamenopause adalah pasien yang memenuhi salah satu atau lebih dari 4 kriteria berikut:
- Ooforektomi bilateral atau radiasi ovarium bilateral sebelumnya.
- Usia ≥ 60 tahun.
- Usia < 60 tahun dan amenorea selama 12 bulan atau lebih tanpa kemoterapi, tamoksifen, atau penekanan ovarium dan hormon perangsang folikel (FSH) dan estradiol dalam rentang pascamenopause.
- Jika mengonsumsi tamoksifen dan usia < 60 tahun, kadar FSH dan estradiol plasma dalam rentang pascamenopause.""",,,,,,Maks 6 bulan.
398,furosemid,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,DIURETIK,,,40,mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
399,furosemid,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,40,mg,tab,,,,,,,,,,,,,,,120 tab/bulan.
400,furosemid,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,10,mg/mL,inj,,,,,,,,,,,,,,,
401,furosemid,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,DIURETIK,,,10,mg/mL,inj,,,,,,,,,,,,,,,
402,gabapentin,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,NYERI NEUROPATIK,,,300,mg,kaps,,,,,,,,,Hanya untuk neuralgia pascaherpes atau nyeri neuropati diabetik.,,,,,,90 kaps/bulan.
403,gabapentin,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,NYERI NEUROPATIK,,,100,mg,kaps,,,,,,,,,Hanya untuk neuralgia pascaherpes atau nyeri neuropati diabetik.,,,,,,90 kaps/bulan.
404,gadobutrol,DIAGNOSTIK,MAGNETIC RESONANCE CONTRAST MEDIA,,,1,mmol/mL,inj,,,,,,,,,,,,,,,
405,gadoksetat disodium,DIAGNOSTIK,MAGNETIC RESONANCE CONTRAST MEDIA,,,"0,25",mmol/mL,inj,,,,,,,,,,,,,,,
406,gadoteric acid,DIAGNOSTIK,MAGNETIC RESONANCE CONTRAST MEDIA,,,"279,32",mg/mL,inj,,,,,,,,,Dapat digunakan pada bayi baru lahir cukup bulan (full term neonates) atau pasien anak atau pasien dewasa.,,,,,,
407,galactose microparticle,DIAGNOSTIK,ULTRASOUND,,,200-400,mg micropart/mL,,,,,,,,,,,,,,,,
408,gansiklovir,ANTIINFEKSI,ANTIVIRUS,Anti Sitomegalovirus (CMV),,500,mg,serb inj,,,,,,,,,Hanya untuk pasien immunocompromised (CD 4 <100) serta dibuktikan ada kelainan organik (retinitis CMV/CMV serebral) atau untuk transplantasi organ dari donor yang menderita CMV.,,,,,,
409,garam oralit,OBAT untuk SALURAN CERNA,OBAT untuk DIARE,,,,,serb,,,,,,,,,Catatan: Dilarutkan dalam 200 mL air.,,,,,,
410,garam oralit,LARUTAN ELEKTROLIT NUTRISI dan LAIN - LAIN,ORAL,,,,,serb,,,,,,,,,Catatan: Dilarutkan dalam 200 mL air.,,,,,,
411,gefitinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,250,mg,tab,,,,,,,,,"""a) Untuk NSCLC jenis non squamous yang locally advanced atau metastatik dengan EGFR exon 19 delesi atau mutasi subsitusi exon 21 (L858R), pada pasien yang belum pernah mendapatkan TKI sebelumnya.
b) Jika terjadi progresi pada salah satu (gefitinib, erlotinib, atau afatinib), maka tidak dapat diganti dengan obat-obat tersebut.""",,,,,,"""- 30 tab/bulan.
- Obat dihentikan jika respons terhadap obat kurang dari 50%, setelah 3 siklus. """
412,gemfibrozil,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,300,mg,kapl,,,,,,,,,"""a) Hanya untuk hipertrigliseridemia.
b)Tidak dianjurkan diberikan bersama statin.""",,,,,,30 kapl/bulan
413,gemfibrozil,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,600,mg,kapl,,,,,,,,,"""a) Hanya untuk hipertrigliseridemia.
b)Tidak dianjurkan diberikan bersama statin.""",,,,,,30 kapl/bulan
414,gemsitabin,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,200,mg,inj,,,,,,,,,"""a) Untuk NSCLC yang locally advanced (stadium IIIA, IIIB) atau metastatik (stadium IV).
b) Untuk adenokarsinoma pankreas yang locally advanced (non resectable stadium II atau stadium III) atau metastatik (stadium IV).
c) Hanya untuk muscle invasive bladder cancer.
d) Kombinasi dengan paklitaksel untuk kanker payudara stadium lanjut yang telah mengalami kekambuhan setelah menjalani pengobatan sekurang-kurangnya dengan golongan antrasiklin sebelumnya.
e) Untuk kanker ovarium yang mengalami kekambuhan setelah menggunakan terapi berbasis platinum.""",,,,,,1.000 mg/m²/minggu.
415,gemsitabin,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,1.000,mg,inj,,,,,,,,,"""a) Untuk NSCLC yang locally advanced (stadium IIIA, IIIB) atau metastatik (stadium IV).
b) Untuk adenokarsinoma pankreas yang locally advanced (non resectable stadium II atau stadium III) atau metastatik (stadium IV).
c) Hanya untuk muscle invasive bladder cancer.
d) Kombinasi dengan paklitaksel untuk kanker payudara stadium lanjut yang telah mengalami kekambuhan setelah menjalani pengobatan sekurang-kurangnya dengan golongan antrasiklin sebelumnya.
e) Untuk kanker ovarium yang mengalami kekambuhan setelah menggunakan terapi berbasis platinum.""",,,,,,1.000 mg/m²/minggu.
416,gentamisin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Aminoglikosida,40,mg/mL,inj,,,,,,,,,,,,,,,
417,gentamisin,OBAT untuk MATA,ANTIMIKROBA,,,1,%,tts mata,,,,,,,,,,,,,,,
418,gentamisin,OBAT untuk MATA,ANTIMIKROBA,,,"0,3",%,tts mata,,,,,,,,,,,,,,,
419,gentamisin,OBAT untuk MATA,ANTIMIKROBA,,,"0,3",%,salep mata,,,,,,,,,,,,,,,
420,glibenklamid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,5,mg,tab,,,,,,,,,,,,,,,Dosis maks 15 mg per hari. Maks 90 tab/bulan.
421,glibenklamid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,"2,5",mg,tab,,,,,,,,,,,,,,,Dosis maks 15 mg per hari. Maks 90 tab/bulan.
422,gliklazid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,60,mg,tab lepas lambat,,,,,,,,,,,,,,,30 tab/bulan.
423,gliklazid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,80,mg,tab,,,,,,,,,,,,,,,60 tab/bulan.
424,gliklazid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,30,mg,tab lepas lambat,,,,,,,,,,,,,,,30 tab/bulan.
425,glikopironium,OBAT untuk SALURAN NAPAS,OBAT untuk PENYAKIT PARU OBSTRUKSI KRONIS,,,50,mcg,serb ih,,,,,,,,,,,,,,,30 kaps inhalasi/bulan.
426,glikuidon,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,30,mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
427,glimepirid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,3,mg,tab,,,,,,,,,,,,,,,60 tab/bulan.
428,glimepirid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,1,mg,tab,,,,,,,,,,,,,,,60 tab/bulan.
429,glimepirid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,2,mg,tab,,,,,,,,,,,,,,,60 tab/bulan.
430,glimepirid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,4,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
431,glipizid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,5,mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
432,glipizid,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,10,mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
433,gliseril trinitrat,OBAT KARDIOVASKULAR,ANTIANGINA,,,1,mg/mL,inj,,,,,,,,,,,,,,,
434,gliseril trinitrat,OBAT KARDIOVASKULAR,ANTIANGINA,,,5,mg,kaps lepas lambat,,,,,,,,,,,,,,,90 kaps/bulan.
435,gliseril trinitrat,OBAT KARDIOVASKULAR,ANTIANGINA,,,"2,5",mg,kaps lepas lambat,,,,,,,,,,,,,,,90 kaps/bulan.
436,gliseril trinitrat,OBAT KARDIOVASKULAR,ANTIANGINA,,,"0,5",mg,tab,,,,,,,,,,,,,,,
437,gliseril trinitrat,OBAT KARDIOVASKULAR,ANTIANGINA,,,5,mg/mL,inj,,,,,,,,,,,,,,,
438,gliserol,OBAT untuk SALURAN CERNA,KATARTIK,,,100,mL,obat luar,,,,,,,,,,,,,,,
439,gliserol,OBAT untuk MATA,MIOTIK dan ANTIGLAUKOMA,,,50,%,lar,,,,,,,,,,,,,,,
440,goserelin asetat,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,LAIN–LAIN,,,"3,6",mg/depot,inj,,,,,,,,,,Dapat digunakan untuk endometriosis.,,,,,1 vial/bulan; maks 3 vial/kasus.
441,goserelin asetat,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Hormon Dan Senyawa Sejenis,,"3,6",mg/depot,inj,,,,,,,,,,"""a) Dapat digunakan untuk kanker payudara dengan hormonal reseptor ER dan/atau PR positif premenopause.                                                                                               
atau
b) Dapat digunakan untuk kanker prostat, boleh diberikan bersama dengan bikalutamid tab 50 mg.""",,,,,1 vial/bulan.
442,goserelin asetat,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Hormon Dan Senyawa Sejenis,,"10,8",mg/depot,inj,,,,,,,,,,"""a) Dapat digunakan untuk kanker payudara dengan hormonal reseptor ER dan/atau PR positif premenopause.                                                                                               
atau
b) Dapat digunakan untuk kanker prostat, boleh diberikan bersama dengan bikalutamid tab 50 mg.""",,,,,1 vial/3 bulan.
443,green pit viper antivenin,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,,,serb inj,,,,,,,,,Catatan: Disediakan oleh Program Kemenkes.,,,,,,
444,griseofulvin,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,500,mg,tab,,,,,,,,,,,,,,,
445,griseofulvin,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,125,mg,tab,,,,,,,,,,,,,,,
446,griseofulvin,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,250,mg,tab,,,,,,,,,,,,,,,
447,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,2,mg/mL,drops,,,,,,,,,,,,,,,2 btl/bulan.
448,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,2,mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
449,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,"1,5",mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
450,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,5,mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
451,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,"0,5",mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
452,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,5,mg/mL,inj,,,,,,,,,,"""a) Untuk agitasi akut.
b) Untuk kasus kedaruratan psikiatrik (tidak untuk pemakaian jangka panjang).""",,,,,"4 amp/hari, maks 3 hari."
453,haloperidol dekanoat,PSIKOFARMAKA,ANTIPSIKOTIK,,,50,mg/mL,inj,,,,,,,,,"""a) Untuk terapi rumatan pada pasien skizofrenia.
b) Terapi awal dapat diberikan di Puskesmas yang memiliki tenaga kesehatan terlatih dan mempunyai surat penugasan dari Kementerian Kesehatan.""",,,,,,1 amp/2 minggu.
454,hemato polivalent snake antivenin,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,,,serb inj,,,,,,,,,Catatan: Disediakan oleh Program Kemenkes.,,,,,,
455,hemodialisa,LARUTAN DIALISIS PERITONEAL,,,,,,lar,,,,,,,,,,,,,,,
456,"heparin, Na (non porcine)",OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,5000,IU/mL,inj,,,,,,,,,,,,,,,Dosis sesuai dengan target APTT (maks 20.000−40.000 IU/hari).
457,hepatitis B imunoglobulin (human),OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,100-220,IU,inj,,,,,,,,,"""Untuk bayi baru lahir dengan ibu
HBsAg positif.""",,,,,,
458,hidrogen peroksida,ANTISEPTIK dan DISINFEKTAN,ANTISEPTIK,,,3,%,lar,,,,,,,,,"Catatan: Dibuat baru (recenter paratus, r.p.), dalam botol tertutup rapat, terlindung dari cahaya.",,,,,,
459,hidrogen peroksida,OBAT untuk TELINGA HIDUNG dan TENGGOROK,,,,3,%,lar,,,,,,,,,"Catatan: Dibuat baru (recenter paratus, r.p.), dalam botol tertutup rapat, terlindung dari cahaya.",,,,,,
460,hidroklorotiazid,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,25,mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
461,hidroklorotiazid,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,DIURETIK,,,25,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
462,hidrokortison,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,KORTIKOSTEROID,,,100,mg,inj,,,,,,,,,,,,,,,
463,hidrokortison,ANTIALERGI dan OBAT untuk ANAFILAKSIS,,,,100,mg,inj,,,,,,,,,,,,,,,
464,hidrokortison,OBAT TOPIKAL untuk KULIT,ANTIINFLAMASI dan ANTIPRURITIK,,,1,%,krim,,,,,,,,,,,,,,,
465,hidrokortison,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,KORTIKOSTEROID,,,20,mg,tab,,,,,,,,,,,,,,,
466,hidrokortison,OBAT TOPIKAL untuk KULIT,ANTIINFLAMASI dan ANTIPRURITIK,,,"2,5",%,krim,,,,,,,,,,,,,,,
467,hidroksiklorokuin,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,200,mg,tab,,,,,,,,,"""a) Untuk kasus SLE (Systemic 
Lupus Erythematosus). 
atau
b) Untuk kasus RA (Rheumatoid 
Arthritis). """,,,,,,60 tab/bulan.
468,hidroksiurea,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antineoplastik Lain,,500,mg,kaps,,,,,,,,,"""a) Untuk CML.
atau
b) Untuk polisitemia vera.""",,,,,,40 mg/kgBB/hari selama 30 hari.
469,hidromorfon,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NARKOTIK,,,16,mg,tab lepas lambat,,,,,,,,,,,,,,,30 tab/bulan.
470,hidromorfon,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NARKOTIK,,,8,mg,tab lepas lambat,,,,,,,,,,,,,,,30 tab/bulan.
471,hiosin butilbromida,OBAT untuk SALURAN CERNA,ANTISPASMODIK,,,10,mg,tab,,,,,,,,,,,,,,,
472,hiosin butilbromida,OBAT untuk SALURAN CERNA,ANTISPASMODIK,,,20,mg/mL,inj,,,,,,,,,,,,,,,
473,homatropin,OBAT untuk MATA,MIDRIATIK,,,2,%,tts mata,,,,,,,,,,,,,,,1 btl/kasus.
474,human tetanus imunoglobulin,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,250,IU,inj,,,,,,,,,"""Untuk:
a) Luka baru terkontaminasi pada pasien dengan riwayat vaksinasi tetanus yang tidak diketahui/tidak lengkap.
b) Manifestasi tetanus secara klinis.""",,,,,,
475,human tetanus imunoglobulin,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,500,IU,inj,,,,,,,,,"""Untuk:
a) Luka baru terkontaminasi pada pasien dengan riwayat vaksinasi tetanus yang tidak diketahui/tidak lengkap.
b) Manifestasi tetanus secara klinis.""",,,,,,
476,ibuprofen,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NON NARKOTIK,,,100,mg/5 mL,susp,,,,,,,,,,,,,,,1 btl/kasus.
477,ibuprofen,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NON NARKOTIK,,,400,mg,tab,,,,,,,,,,,,,,,"""- Untuk nyeri akut: 14 tab/kasus.
- Untuk nyeri kronis: 60 tab/bulan."""
478,ibuprofen,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NON NARKOTIK,,,200,mg/5 mL,susp,,,,,,,,,,,,,,,1 btl/kasus.
479,ibuprofen,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NON NARKOTIK,,,100,mg/mL,inj,,,,,,,,,,Digunakan untuk analgesik perioperatif.,,,,,Maks 3 vial/kasus.
480,ibuprofen,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NON NARKOTIK,,,200,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
481,idarubisin,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antibiotik Sitotoksik Dan Senyawa Sejenis,,20,mg,serb inj,,,,,,,,,,,,,,,12 mg/m² selama 3 hari dikombinasi dengan sitarabin.
482,ifosfamid,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Alkilator,,2.000,mg,inj,,,,,,,,,Diberikan bersama mesna.,,,,,,5.000 mg/m²/hari setiap 3 minggu bersama mesna.
483,ifosfamid,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Alkilator,,500,mg,inj,,,,,,,,,Diberikan bersama mesna.,,,,,,5.000 mg/m²/hari setiap 3 minggu bersama mesna.
484,ifosfamid,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Alkilator,,1.000,mg,inj,,,,,,,,,Diberikan bersama mesna.,,,,,,5.000 mg/m²/hari setiap 3 minggu bersama mesna.
485,iloprost,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Pulmonal,,10,mcg/mL,ih,,,,,,,,,"""a) Hanya digunakan di ICU.
b) Diagnosis ditegakkan melalui kateter arteri pulmonalis.
c) Tidak diberikan untuk pasien anak.""",,,,,,
486,imatinib mesilat,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,400,mg,tab,,,,,,,,,"""Digunakan pada salah satu kondisi berikut:  
a) LGK/CML atau LLA/ALL dengan pemeriksaan kromosom philadelphia positif atau BCR-ABL positif.              
b) GIST yang unresectable dengan hasil pemeriksaan CD 117 positif. 
c) Pasien dewasa dengan unresectable, recurrent dan/atau metastatic Dermatofibrosarcoma Protuberans (DFSP).""",,,,,,"""- Untuk GIST: 60 tab/bulan. 
- Untuk CML: 30 tab/bulan. """
487,imatinib mesilat,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,100,mg,tab,,,,,,,,,"""Digunakan pada salah satu kondisi berikut:  
a) LGK/CML atau LLA/ALL dengan pemeriksaan kromosom philadelphia positif atau BCR-ABL positif.              
b) GIST yang unresectable dengan hasil pemeriksaan CD 117 positif. 
c) Pasien dewasa dengan unresectable, recurrent dan/atau metastatic Dermatofibrosarcoma Protuberans (DFSP).""",,,,,,120 tab/bulan.
488,imidafenasin,OBAT UNTUK SALURAN KEMIH,,,,"0,1",mg,tab sal selaput,,,,,,,,,"""a) Untuk indikasi Overactive Bladder (OAB) atau Inkontinensia tipe Desakan (Urge Urinary Incontinence).
b) Didasarkan pada hasil pemeriksaan urodinamik atau memenuhi syarat minimum sebagai berikut: anamnesa, pemeriksaan fisik, urinalisa, catatan harian berkemih (Bladder Diary), kuesioner (OABSS) dan pemeriksaan residu urine.
c) Diresepkan oleh dokter yang memiliki kompetensi di bidang urologi atau uroginekologi.""",,,,,,Maks 3 bulan.
489,imidapril,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,10,mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
490,imidapril,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,5,mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
491,imunoglobulin intravena,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,100,mg/mL,inj,,,,,,,,,"""a) Hanya digunakan apabila syarat untuk plasmaferesis tidak terpenuhi pada terapi Guillain–Barré syndrome (GBS).
b) Digunakan untuk Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) yang resistan atau kontraindikasi terhadap kortikosteroid. Pemberian berikutnya harus disertai dengan pemeriksaan elektrofisiologi yang membuktikan adanya perbaikan.
c) Digunakan untuk Immune Thrombocytopenic Purpura (ITP) akut dengan risiko tinggi perdarahan atau sebelum intervensi bedah, sesaat setelah refrakter terhadap kortikosteroid.""",,,,,,"""- GBS: 0,4 g/kg BB per hari selama 5 hari.
- CIDP: 2 g/kg BB per episode.
- ITP: 0,8-1 g/kg BB pada hari pertama, diulangi sekali lagi dalam waktu 3 hari; atau 0,4 g/kg BB per hari selama 2-5 hari."""
492,imunoglobulin intravena,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,50,mg/mL,inj,,,,,,,,,"""a) Hanya digunakan apabila syarat untuk plasmaferesis tidak terpenuhi pada terapi Guillain–Barré syndrome (GBS).
b) Digunakan untuk Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) yang resistan atau kontraindikasi terhadap kortikosteroid. Pemberian berikutnya harus disertai dengan pemeriksaan elektrofisiologi yang membuktikan adanya perbaikan.
c) Digunakan untuk Immune Thrombocytopenic Purpura (ITP) akut dengan risiko tinggi perdarahan atau sebelum intervensi bedah, sesaat setelah refrakter terhadap kortikosteroid.""",,,,,,"""- GBS: 0,4 g/kg BB per hari selama 5 hari.
- CIDP: 2 g/kg BB per episode.
- ITP: 0,8-1 g/kg BB pada hari pertama, diulangi sekali lagi dalam waktu 3 hari; atau 0,4 g/kg BB per hari selama 2-5 hari."""
493,indakaterol,OBAT untuk SALURAN NAPAS,OBAT untuk PENYAKIT PARU OBSTRUKSI KRONIS,,,300,mcg,serb ih,,,,,,,,,,,,,,,30 kaps inhalasi/bulan.
494,indakaterol,OBAT untuk SALURAN NAPAS,OBAT untuk PENYAKIT PARU OBSTRUKSI KRONIS,,,150,mcg,serb ih,,,,,,,,,,,,,,,30 kaps inhalasi/bulan.
495,iodiksanol,DIAGNOSTIK,BAHAN KONTRAS RADIOLOGI,Intravaskular,,320,mg Iodium/mL,inj,,,,,,,,,,,,,,,
496,iodium 131,DIAGNOSTIK,RADIOFARMAKA KEDOKTERAN NUKLIR,Radiofarmaka Kedokteran Nuklir Diagnostik,,,,lar oral,,,,,,,,,,,,,,,
497,iodium 131,DIAGNOSTIK,RADIOFARMAKA KEDOKTERAN NUKLIR,Radiofarmaka Kedokteran Nuklir untuk Terapi,,,,lar oral,,,,,,,,,,,,,,,
498,ioheksol,DIAGNOSTIK,BAHAN KONTRAS RADIOLOGI,Intratekal,,180-300,mg Iodium/mL,inj,,,,,,,,,,,,,,,
499,ioheksol,DIAGNOSTIK,BAHAN KONTRAS RADIOLOGI,Intravaskular,,240-350,mg Iodium/mL,inj,,,,,,,,,,,,,,,
500,iopamidol,DIAGNOSTIK,BAHAN KONTRAS RADIOLOGI,Intravaskular,,300-370,mg Iodium/mL,inj,,,,,,,,,,,,,,,
501,iopamidol,DIAGNOSTIK,BAHAN KONTRAS RADIOLOGI,Intratekal,,300,mg Iodium/mL,inj,,,,,,,,,,,,,,,
